Company,TypeName,Inches,Ram,OpSys,Weight,Price,Cpu_brand_temp,Gpu_brand_temp,Touchscreen,IPS,X_res,PPI,SSD,HDD,Hybrid,Cpu_brand,Cpu_tier,Cpu_speed,Gpu_brand,Dedicated_gpu
HP,Notebook,15.6,4,Windows 10,1.86,10.060103191853011,Intel,Intel,0,0,1366,100.45466986113652,0,500,0,Intel,i3,2.5,intel,0
Asus,Notebook,14.0,8,Windows 10,2.0,10.82676581465962,Intel,Intel,0,0,1920,157.3505121487356,256,0,0,Intel,i5,2.5,intel,0
Lenovo,Notebook,17.3,6,Windows 10,2.8,10.55344848760242,Intel,Nvidia,0,0,1600,106.11306214269258,128,1024,0,Intel,i5,2.5,nvidia,1
HP,Notebook,15.6,8,Windows 10,1.86,10.435494852273417,Intel,Intel,0,0,1920,141.21199808219862,0,1024,0,Intel,i5,2.5,intel,0
Lenovo,Notebook,15.6,8,No OS,2.2,10.188204734039374,Intel,Nvidia,0,0,1366,100.45466986113652,256,0,0,Intel,i3,2.5,nvidia,1
HP,Notebook,15.6,8,Windows 10,2.04,9.939188617449547,Intel,Intel,0,0,1366,100.45466986113652,0,2048,0,Intel,other,1.6,intel,0
Dell,Notebook,17.3,8,Windows 10,2.8,10.964913590461473,Intel,AMD,0,0,1920,127.33567457123112,128,1024,0,Intel,i5,1.6,amd,1
Lenovo,Gaming,15.6,8,No OS,2.4,10.671383142982906,Intel,Nvidia,0,1,1920,141.21199808219862,128,1024,0,Intel,i5,2.5,nvidia,1
Dell,Notebook,15.6,8,Windows 10,2.33,10.776864937870439,Intel,AMD,0,0,1920,141.21199808219862,256,0,0,Intel,i7,2.7,amd,1
HP,Ultrabook,14.0,8,Windows 10,1.36,11.442942818102907,Intel,Intel,0,1,1920,157.3505121487356,256,0,0,Intel,i7,2.7,intel,0
Asus,2 in 1 Convertible,15.6,12,Windows 10,2.26,10.977734058532482,Intel,Nvidia,1,0,1920,141.21199808219862,512,2048,0,Intel,i7,2.7,nvidia,1
Acer,Notebook,15.6,4,Windows 10,2.1,10.030044429673623,AMD,AMD,0,0,1366,100.45466986113652,128,0,0,AMD,other,2.5,amd,1
Asus,Gaming,17.3,16,Windows 10,3.25,11.671327551888611,AMD,AMD,0,1,1920,127.33567457123112,256,1024,0,AMD,other,2.5,amd,1
Lenovo,Notebook,17.3,4,Windows 10,2.6,10.16796189691066,AMD,AMD,0,0,1600,106.11306214269258,128,0,0,AMD,other,2.2,amd,1
Dell,2 in 1 Convertible,13.3,8,Windows 10,1.62,10.742937256552272,Intel,Intel,1,0,1920,165.6321180513006,256,0,0,Intel,i7,1.8,intel,0
HP,Notebook,15.6,4,Windows 10,1.91,10.167941447588701,AMD,AMD,0,0,1920,141.21199808219862,256,0,0,AMD,other,2.5,amd,1
Lenovo,Netbook,11.6,4,Windows 10,1.59,10.29095296708588,Intel,Intel,0,1,1366,135.0942111925629,128,0,0,Intel,celeron,1.1,intel,0
Dell,Notebook,15.6,4,Windows 10,1.8,9.708963041637261,Intel,Intel,0,0,1366,100.45466986113652,0,500,0,Intel,celeron,1.6,intel,0
Asus,Notebook,14.0,4,Windows 10,1.5,9.63161845996438,Intel,Intel,0,0,1366,111.93520355955212,0,0,0,Intel,celeron,1.1,intel,0
Acer,Notebook,15.6,8,Linux,2.4,10.71610257089814,Intel,Nvidia,0,0,1920,141.21199808219862,0,1024,0,Intel,i7,2.8,nvidia,1
HP,Gaming,17.3,8,Windows 10,3.35,11.058125354295145,Intel,Nvidia,0,1,1920,127.33567457123112,128,1024,0,Intel,i7,2.8,nvidia,1
Lenovo,Notebook,15.6,4,No OS,1.85,9.975784027776756,Intel,Intel,0,0,1920,141.21199808219862,128,0,0,Intel,i3,2.5,intel,0
Asus,Gaming,15.6,8,Windows 10,2.3,11.387128654624775,Intel,Nvidia,0,1,1920,141.21199808219862,128,1024,0,Intel,i7,2.8,nvidia,1
Lenovo,Notebook,14.0,8,Windows 10,1.5,10.977734058532482,Intel,Nvidia,0,1,1920,157.3505121487356,256,0,0,Intel,i5,2.5,nvidia,1
Asus,Ultrabook,13.3,16,Windows 10,1.1,11.442314055786095,Intel,Intel,1,0,1920,165.6321180513006,512,0,0,Intel,i7,2.7,intel,0
Lenovo,Ultrabook,14.0,8,Windows 10,1.13,11.708376781321808,Intel,Intel,0,1,2560,209.8006828649808,512,0,0,Intel,i7,2.7,intel,0
Lenovo,Notebook,13.3,4,Windows 10,1.5,10.283693654349953,Intel,Intel,0,1,1920,165.6321180513006,128,0,0,Intel,i3,2.4,intel,0
Dell,Workstation,15.6,8,Windows 10,2.23,11.197410561265002,Intel,AMD,0,0,1920,141.21199808219862,0,500,0,Intel,i5,2.6,amd,1
Dell,Workstation,15.6,8,Windows 10,2.0,11.641791742848616,Intel,Nvidia,0,1,1920,141.21199808219862,256,0,0,Intel,i7,2.7,nvidia,1
Lenovo,2 in 1 Convertible,14.0,16,Windows 10,1.42,11.803208053148005,Intel,Intel,1,0,2560,209.8006828649808,512,0,0,Intel,i7,2.7,intel,0
Asus,Gaming,17.3,8,Windows 10,3.0,10.921593081430734,Intel,Nvidia,0,0,1920,127.33567457123112,0,1024,0,Intel,i7,2.8,nvidia,1
Asus,Gaming,17.3,16,Windows 10,3.0,11.347690851338031,Intel,Nvidia,0,0,1920,127.33567457123112,256,1024,0,Intel,i7,2.8,nvidia,1
Acer,Notebook,15.6,12,Windows 10,2.2,10.518045621772615,Intel,Nvidia,0,1,1366,100.45466986113652,0,1024,0,Intel,i5,1.6,nvidia,1
MSI,Gaming,17.3,8,Windows 10,2.7,11.182693795440782,Intel,Nvidia,0,0,1920,127.33567457123112,256,0,0,Intel,i7,2.8,nvidia,1
Dell,Notebook,15.6,8,Linux,2.33,10.633429274704698,Intel,AMD,0,0,1920,141.21199808219862,256,0,0,Intel,i7,2.7,amd,1
HP,Ultrabook,15.6,4,Windows 10,1.91,10.188204734039374,AMD,AMD,0,0,1920,141.21199808219862,256,0,0,AMD,other,2.5,amd,1
Lenovo,Notebook,15.6,8,Windows 10,2.1,11.089987951528633,Intel,AMD,0,1,1920,141.21199808219862,256,0,0,Intel,i7,1.8,amd,1
Lenovo,Notebook,14.0,8,Windows 10,1.9,10.819330984386541,Intel,Intel,0,1,1920,157.3505121487356,256,0,0,Intel,i5,2.5,intel,0
Dell,Workstation,15.6,8,Windows 10,1.78,11.881009595905924,Intel,Nvidia,1,0,3840,282.42399616439724,256,0,0,Intel,i7,2.8,nvidia,1
Lenovo,Ultrabook,14.0,16,Windows 10,1.13,11.848404351239447,Intel,Intel,0,1,2560,209.8006828649808,1024,0,0,Intel,i7,2.7,intel,0
Lenovo,Notebook,15.6,4,Windows 10,2.2,9.699207462149198,Intel,Intel,0,0,1366,100.45466986113652,0,1024,0,Intel,celeron,1.1,intel,0
Asus,Gaming,17.3,16,Windows 10,2.9,11.307942507277987,Intel,Nvidia,0,0,1920,127.33567457123112,256,1024,0,Intel,i7,2.8,nvidia,1
Lenovo,Notebook,15.6,8,Windows 10,2.1,11.018300564589259,Intel,AMD,0,1,1920,141.21199808219862,256,1024,0,Intel,i5,1.6,amd,1
Acer,Notebook,15.6,8,Linux,2.5,10.754367276099781,Intel,Nvidia,0,0,1920,141.21199808219862,256,0,0,Intel,i7,2.8,nvidia,1
MSI,Gaming,17.3,16,Windows 10,2.8,11.693810323540696,Intel,Nvidia,0,0,1920,127.33567457123112,256,1024,0,Intel,i7,2.8,nvidia,1
Asus,Ultrabook,14.0,8,Windows 10,1.1,11.51086774932477,Intel,Intel,0,0,1920,157.3505121487356,512,0,0,Intel,i7,2.7,intel,0
Toshiba,Ultrabook,13.3,16,Windows 10,1.2,11.44122707973651,Intel,Intel,0,0,1920,165.6321180513006,512,0,0,Intel,i7,2.5,intel,0
Dell,Ultrabook,14.0,8,Windows 10,1.36,11.402121270453206,Intel,Intel,0,0,1920,157.3505121487356,512,0,0,Intel,i7,2.8,intel,0
Lenovo,Notebook,15.6,4,Windows 10,2.2,9.989322070632241,Intel,Intel,0,0,1920,141.21199808219862,0,500,0,Intel,i3,2.5,intel,0
Lenovo,Notebook,11.6,2,Windows 10,1.15,9.694129542502065,Intel,Intel,0,0,1366,135.0942111925629,0,0,0,Intel,celeron,1.1,intel,0
Lenovo,Workstation,15.6,8,Windows 10,2.67,11.538252022916238,Intel,Nvidia,0,0,1920,141.21199808219862,512,0,0,Intel,i7,2.8,nvidia,1
Lenovo,Ultrabook,14.0,8,Windows 10,1.7,11.547559135248338,Intel,Nvidia,0,1,2560,209.8006828649808,512,0,0,Intel,i7,2.8,nvidia,1
HP,Notebook,15.6,4,Windows 10,2.1,10.126203812574422,Intel,AMD,0,0,1920,141.21199808219862,0,1024,0,Intel,i3,2.5,amd,1
Acer,2 in 1 Convertible,13.3,8,Windows 10,1.6,10.646363808731104,Intel,Intel,1,1,1920,165.6321180513006,256,0,0,Intel,i7,2.5,intel,0
Asus,2 in 1 Convertible,13.3,8,Windows 10,1.27,10.808612983780158,Intel,Intel,1,1,1920,165.6321180513006,256,0,0,Intel,i5,2.5,intel,0
Dell,Notebook,15.6,4,Linux,2.3,10.370687003747133,Intel,AMD,0,0,1920,141.21199808219862,256,0,0,Intel,i5,2.5,amd,1
Dell,Notebook,13.3,4,Windows 10,1.65,10.510829537468052,Intel,Intel,0,0,1366,117.82653006268644,128,0,0,Intel,i3,2.5,intel,0
HP,Ultrabook,14.0,8,Windows 10,1.43,11.288793925756666,Intel,Intel,0,0,1920,157.3505121487356,256,0,0,Intel,i7,2.5,intel,0
Dell,Notebook,15.6,8,Windows 10,2.14,10.267072328504518,Intel,Intel,0,0,1366,100.45466986113652,0,1024,0,Intel,i5,2.5,intel,0
Lenovo,Ultrabook,14.0,8,Windows 10,1.75,11.078388532907343,Intel,AMD,0,1,1920,157.3505121487356,256,0,0,Intel,i7,1.8,amd,1
Lenovo,2 in 1 Convertible,15.6,16,Windows 10,2.0,11.524653620496773,Intel,Nvidia,1,1,3840,282.42399616439724,512,0,0,Intel,i7,2.8,nvidia,1
Chuwi,Notebook,12.3,6,Windows 10,1.4,10.082625714367484,Intel,Intel,0,1,2736,267.3384360344031,0,0,0,Intel,celeron,1.1,intel,0
HP,Notebook,15.6,8,Windows 10,2.31,11.23890379622848,Intel,Intel,0,0,1920,141.21199808219862,256,0,0,Intel,i7,2.9,intel,0
Asus,Notebook,15.6,8,Linux,2.3,10.367509577604206,Intel,Nvidia,0,0,1920,141.21199808219862,0,1024,0,Intel,i3,2.4,nvidia,1
Dell,Gaming,17.3,16,Windows 10,4.42,11.91258522125164,Intel,Nvidia,0,1,2560,169.78089942830815,256,1024,0,Intel,i7,2.9,nvidia,1
Dell,Gaming,15.6,8,Windows 10,2.62,11.030890063374128,Intel,Nvidia,0,1,1920,141.21199808219862,128,1024,0,Intel,i7,2.8,nvidia,1
Dell,Notebook,15.6,8,Windows 10,2.02,11.016464046926865,Intel,AMD,0,0,1920,141.21199808219862,256,2048,0,Intel,i7,1.8,amd,1
Dell,Ultrabook,14.0,8,Linux,1.6,10.977734058532482,Intel,Intel,0,0,1920,157.3505121487356,256,0,0,Intel,i7,2.8,intel,0
HP,Gaming,17.3,12,Windows 10,3.35,11.57597274976738,Intel,Nvidia,0,0,1920,127.33567457123112,256,1024,0,Intel,i7,2.8,nvidia,1
Mediacom,2 in 1 Convertible,11.6,4,Windows 10,1.16,9.676067369454655,Intel,Intel,1,1,1920,189.90579052433608,32,0,0,Intel,celeron,1.1,intel,0
Lenovo,Notebook,13.3,8,Windows 10,1.4,10.893285218834153,Intel,Intel,0,1,1920,165.6321180513006,256,0,0,Intel,i7,2.7,intel,0
Lenovo,Notebook,14.0,4,Windows 10,1.7,10.370853957360486,Intel,Intel,0,1,1920,157.3505121487356,128,0,0,Intel,i3,2.7,intel,0
Lenovo,Workstation,15.6,16,Windows 10,2.3,11.777369104499687,Intel,Nvidia,0,1,3840,282.42399616439724,512,0,0,Intel,i7,2.8,nvidia,1
Lenovo,Notebook,15.6,16,Windows 10,2.5,11.779003747004984,Intel,Nvidia,0,0,1920,141.21199808219862,512,0,0,Intel,i7,2.9,nvidia,1
Asus,Gaming,17.3,8,Windows 10,3.2,11.4110101190053,AMD,AMD,0,0,1920,127.33567457123112,256,1024,0,AMD,other,3.2,amd,1
HP,Notebook,15.6,4,Windows 10,2.1,9.824939893387057,Intel,Intel,0,0,1366,100.45466986113652,0,500,0,Intel,celeron,1.6,intel,0
Google,Ultrabook,12.3,16,Chrome OS,1.1,11.671327551888611,Intel,Intel,1,0,2400,234.50740003017813,512,0,0,Intel,i7,1.3,intel,0
Lenovo,Ultrabook,14.0,24,Windows 10,1.32,11.751264655532276,Intel,Intel,0,0,2560,209.8006828649808,512,0,0,Intel,i7,2.7,intel,0
Asus,Notebook,15.6,4,Linux,2.0,10.301744074438556,Intel,Intel,0,0,1920,141.21199808219862,256,0,0,Intel,i5,2.5,intel,0
Lenovo,Notebook,17.3,8,Windows 10,2.8,10.227501072075105,AMD,AMD,0,0,1600,106.11306214269258,0,1024,0,AMD,other,2.5,amd,1
Dell,Notebook,15.6,4,Windows 10,2.2,10.594325067871669,Intel,AMD,0,0,1920,141.21199808219862,256,0,0,Intel,i5,1.6,amd,1
Lenovo,Ultrabook,12.5,8,Windows 10,1.36,11.240304338273628,Intel,Intel,0,1,1920,176.23257360658386,256,0,0,Intel,i5,2.5,intel,0
Lenovo,Notebook,15.6,4,Windows 10,2.2,9.830686725695612,Intel,Intel,0,0,1920,141.21199808219862,128,0,0,Intel,other,1.1,intel,0
HP,Gaming,15.6,8,Windows 10,2.2,10.977734058532482,Intel,Nvidia,0,1,1920,141.21199808219862,128,1024,0,Intel,i7,2.8,nvidia,1
Dell,Notebook,14.0,8,Windows 10,1.64,11.04799884586991,Intel,Nvidia,0,0,1920,157.3505121487356,256,0,0,Intel,i5,2.8,nvidia,1
Acer,Notebook,15.6,4,Linux,2.4,10.066460798816403,Intel,Intel,0,0,1366,100.45466986113652,0,500,0,Intel,i5,2.5,intel,0
Dell,Workstation,15.6,8,Windows 10,2.23,11.572966763745677,Intel,Nvidia,0,0,1920,141.21199808219862,0,1024,0,Intel,other,2.5,nvidia,1
MSI,Gaming,15.6,8,Windows 10,2.2,10.910696783979338,Intel,Nvidia,0,0,1920,141.21199808219862,256,0,0,Intel,i5,2.5,nvidia,1
Microsoft,Ultrabook,13.5,16,Windows 10 S,1.25,11.834595255385269,Intel,Intel,1,0,2256,200.84255993695703,512,0,0,Intel,i7,2.5,intel,0
HP,Notebook,15.6,8,Windows 10,1.91,10.354019074857808,Intel,Intel,0,0,1366,100.45466986113652,128,0,0,Intel,i5,2.5,intel,0
Dell,Workstation,15.6,16,Windows 10,2.17,11.563894206696261,Intel,Nvidia,0,1,1920,141.21199808219862,256,0,0,Intel,i7,2.7,nvidia,1
HP,Workstation,15.6,8,Windows 10,2.31,11.311207243266212,Intel,Intel,0,1,1920,141.21199808219862,512,0,0,Intel,i7,2.9,intel,0
Lenovo,Notebook,14.0,8,Windows 10,1.65,11.17972427264563,Intel,Intel,0,0,1920,157.3505121487356,256,0,0,Intel,i5,2.5,intel,0
Dell,Notebook,15.6,8,Windows 10,2.36,10.862111839946362,Intel,AMD,0,0,1920,141.21199808219862,128,1024,0,Intel,i7,1.8,amd,1
Dell,2 in 1 Convertible,11.6,4,Windows 10,1.47,10.147300806108744,Intel,Intel,1,0,1366,135.0942111925629,0,500,0,Intel,other,1.6,intel,0
Dell,Notebook,17.3,8,Windows 10,4.42,11.5992121460979,Intel,Nvidia,0,1,1920,127.33567457123112,0,1024,0,Intel,i7,2.7,nvidia,1
Microsoft,Ultrabook,13.5,4,Windows 10 S,1.252,10.87227433519628,Intel,Intel,1,0,2256,200.84255993695703,128,0,0,Intel,other,2.2,intel,0
Microsoft,Ultrabook,13.5,8,Windows 10 S,1.25,11.470557693018055,Intel,Intel,1,0,2256,200.84255993695703,256,0,0,Intel,i7,2.5,intel,0
HP,Notebook,17.3,8,Windows 10,2.5,10.436902270731546,Intel,Intel,0,0,1600,106.11306214269258,256,0,0,Intel,i3,2.5,intel,0
Acer,Notebook,15.6,4,Windows 10,2.23,10.274544773906094,Intel,Nvidia,0,0,1920,141.21199808219862,0,1024,0,Intel,i3,2.5,nvidia,1
Acer,Netbook,11.6,4,Windows 10,1.4,10.0509502029849,Intel,Intel,0,0,1366,135.0942111925629,128,0,0,Intel,celeron,1.6,intel,0
Asus,Notebook,15.6,8,Windows 10,2.37,10.594325067871669,Intel,Intel,0,0,1920,141.21199808219862,0,1024,0,Intel,i5,2.5,intel,0
Lenovo,Notebook,14.0,8,No OS,1.5,10.65894546204638,Intel,AMD,0,1,1920,157.3505121487356,512,0,0,Intel,i7,2.7,amd,1
Lenovo,Notebook,15.6,8,Windows 10,2.67,11.620489351422806,Intel,Nvidia,0,0,1920,141.21199808219862,256,0,0,Intel,i7,2.9,nvidia,1
Asus,Notebook,15.6,4,Windows 10,2.0,9.692650465103508,Intel,Intel,0,0,1366,100.45466986113652,0,500,0,Intel,other,1.1,intel,0
Acer,Notebook,15.6,4,Windows 10,2.2,10.126203812574422,Intel,Nvidia,0,0,1366,100.45466986113652,0,500,0,Intel,i3,2.5,nvidia,1
Dell,Notebook,15.6,8,Windows 10,2.02,10.607587531607622,Intel,AMD,0,0,1920,141.21199808219862,0,2048,0,Intel,i5,1.6,amd,1
HP,Gaming,17.3,12,Windows 10,3.78,11.413367194793471,Intel,Nvidia,0,1,1920,127.33567457123112,0,1024,0,Intel,i7,2.8,nvidia,1
Lenovo,Ultrabook,14.0,12,Windows 10,1.4,11.502827047152728,Intel,Intel,0,1,2560,209.8006828649808,256,0,0,Intel,i7,2.6,intel,0
HP,2 in 1 Convertible,13.3,8,Windows 10,1.29,11.57597274976738,Intel,Intel,1,1,3840,331.2642361026012,512,0,0,Intel,i7,1.8,intel,0
HP,Notebook,15.6,8,Windows 10,1.9,11.02656673726564,Intel,AMD,0,0,1920,141.21199808219862,0,500,0,Intel,i5,2.5,amd,1
Google,Ultrabook,12.3,8,Chrome OS,1.1,11.126277204319269,Intel,Intel,1,0,2400,234.50740003017813,128,0,0,Intel,i5,1.2,intel,0
Dell,Ultrabook,13.3,8,Windows 10,1.42,11.494096996627102,Intel,Intel,1,0,1920,165.6321180513006,256,0,0,Intel,i5,1.6,intel,0
Asus,Notebook,15.6,12,Windows 10,2.06,11.14492549142712,Intel,Intel,0,1,3840,282.42399616439724,128,1024,0,Intel,i7,2.6,intel,0
Dell,Notebook,14.0,8,Windows 10,1.79,10.582236575309748,Intel,Intel,0,0,1366,111.93520355955212,128,0,0,Intel,i3,2.3,intel,0
Dell,Workstation,15.6,8,Windows 10,1.78,11.76212062696966,Intel,Nvidia,0,0,1920,141.21199808219862,256,0,0,Intel,i7,2.8,nvidia,1
Lenovo,Notebook,14.0,8,Windows 10,1.7,11.193751624635278,Intel,Intel,0,0,1920,157.3505121487356,180,0,0,Intel,i5,2.5,intel,0
Dell,Notebook,15.6,8,Windows 10,2.2,10.490301522301456,Intel,AMD,0,0,1920,141.21199808219862,0,1024,0,Intel,i5,1.6,amd,1
Toshiba,Notebook,13.3,8,Windows 10,1.05,11.397348045153949,Intel,Intel,0,1,1920,165.6321180513006,256,0,0,Intel,i5,2.5,intel,0
Dell,Notebook,15.6,8,Windows 10,2.16,11.116028941464197,Intel,Nvidia,0,1,1920,141.21199808219862,512,0,0,Intel,i7,1.8,nvidia,1
Dell,Notebook,15.6,4,Windows 10,2.18,10.349936178119012,Intel,Intel,0,0,1366,100.45466986113652,0,1024,0,Intel,i3,2.4,intel,0
HP,Notebook,13.3,4,Windows 10,1.49,10.563136893021344,Intel,Intel,0,1,1920,165.6321180513006,128,0,0,Intel,i5,1.6,intel,0
Lenovo,Notebook,15.6,4,Windows 10,2.3,10.312419975886602,Intel,Intel,0,0,1366,100.45466986113652,128,0,0,Intel,i3,2.0,intel,0
Lenovo,Notebook,14.0,8,Windows 10,1.75,10.9311715265263,Intel,Intel,0,1,1920,157.3505121487356,256,0,0,Intel,i5,1.6,intel,0
Dell,Workstation,15.6,16,Windows 10,2.17,11.732620195934564,Intel,Nvidia,0,1,1920,141.21199808219862,512,0,0,Intel,i7,2.7,nvidia,1
Dell,Notebook,15.6,16,Windows 10,2.06,11.524653620496773,Intel,Nvidia,0,0,1920,141.21199808219862,512,0,0,Intel,i7,2.8,nvidia,1
Lenovo,Ultrabook,12.5,16,Windows 10,1.36,11.470001679901523,Intel,Intel,0,1,1920,176.23257360658386,512,0,0,Intel,i7,2.7,intel,0
Asus,Ultrabook,12.5,16,Windows 10,0.91,11.551155302753232,Intel,Intel,0,0,1920,176.23257360658386,512,0,0,Intel,i7,2.7,intel,0
Lenovo,Notebook,15.6,8,Windows 10,2.3,10.895253540833279,Intel,Nvidia,0,1,1920,141.21199808219862,256,0,0,Intel,i5,2.5,nvidia,1
Toshiba,Ultrabook,13.3,32,Windows 10,1.05,11.91258522125164,Intel,Intel,1,0,1920,165.6321180513006,512,0,0,Intel,i7,2.7,intel,0
Asus,Gaming,15.6,8,Windows 10,1.99,11.183434800359647,Intel,Nvidia,0,0,1920,141.21199808219862,128,1024,0,Intel,i7,2.8,nvidia,1
Acer,Notebook,15.6,8,Windows 10,2.2,10.336895919115271,AMD,AMD,0,0,1366,100.45466986113652,0,1024,0,AMD,other,2.5,amd,1
Asus,Gaming,17.3,24,Windows 10,4.33,11.121560284041063,Intel,Nvidia,1,1,1920,127.33567457123112,256,1024,0,Intel,i7,2.6,nvidia,1
Lenovo,Ultrabook,12.5,8,Windows 10,1.3,10.977734058532482,Intel,Intel,0,1,1366,125.36742798669836,180,0,0,Intel,i5,2.3,intel,0
Lenovo,Notebook,15.6,8,Windows 10,2.17,10.776753699300672,Intel,Intel,0,0,1920,141.21199808219862,256,0,0,Intel,i7,1.8,intel,0
HP,Notebook,14.0,8,Windows 10,1.48,11.442371232335963,Intel,Intel,0,0,1920,157.3505121487356,1024,0,0,Intel,i7,2.8,intel,0
Lenovo,Notebook,13.3,8,Windows 10,1.4,10.830989602063529,Intel,Intel,0,1,1920,165.6321180513006,256,0,0,Intel,i3,2.4,intel,0
Lenovo,Notebook,15.6,8,Windows 10,2.3,10.790124525660513,Intel,Intel,0,1,1920,141.21199808219862,256,0,0,Intel,i5,2.5,intel,0
Asus,Netbook,11.6,4,Windows 10 S,1.2,9.804561844579837,Intel,Intel,0,0,1366,135.0942111925629,0,0,0,Intel,celeron,1.1,intel,0
HP,Notebook,15.6,8,Windows 10,1.91,10.403680464840251,Intel,AMD,0,0,1366,100.45466986113652,256,0,0,Intel,i5,2.5,amd,1
Lenovo,2 in 1 Convertible,13.9,8,Windows 10,1.4,11.352706476813816,Intel,Intel,1,1,1920,158.48253022174808,256,0,0,Intel,i5,1.6,intel,0
Lenovo,Notebook,14.0,4,Windows 10,2.1,9.676067369454655,Intel,Intel,0,0,1366,111.93520355955212,0,500,0,Intel,celeron,1.1,intel,0
Lenovo,Notebook,13.3,8,Windows 10,1.44,10.830989602063529,Intel,Intel,0,0,1920,165.6321180513006,256,0,0,Intel,i5,2.5,intel,0
Asus,Notebook,15.6,8,Windows 10,2.0,11.085455823148253,Intel,Intel,0,0,1920,141.21199808219862,256,1024,0,Intel,i7,2.7,intel,0
Acer,Notebook,15.6,4,Windows 10,2.2,10.393956579593214,Intel,Nvidia,0,1,1920,141.21199808219862,0,1024,0,Intel,i5,1.6,nvidia,1
HP,Ultrabook,13.3,8,Windows 10,1.34,11.163232376768585,Intel,Intel,0,1,1920,165.6321180513006,512,0,0,Intel,i7,2.7,intel,0
Lenovo,Gaming,15.6,8,No OS,2.4,11.022224638820209,Intel,Nvidia,0,1,1920,141.21199808219862,256,1024,0,Intel,i7,2.8,nvidia,1
Dell,Ultrabook,13.3,8,Windows 10,1.29,10.776864937870439,Intel,Intel,1,1,1920,165.6321180513006,128,0,0,Intel,i5,2.5,intel,0
Acer,Notebook,15.6,4,Windows 10,2.2,10.435494852273417,Intel,Nvidia,0,0,1920,141.21199808219862,0,500,0,Intel,i7,2.7,nvidia,1
Dell,Notebook,15.6,8,Windows 10,2.18,10.704212089745168,Intel,Intel,0,0,1920,141.21199808219862,0,1024,0,Intel,i5,2.5,intel,0
Dell,Notebook,15.6,16,Windows 10,2.2,11.08155941273309,Intel,AMD,0,0,1920,141.21199808219862,256,2048,0,Intel,i7,1.8,amd,1
Xiaomi,Notebook,15.6,16,No OS,1.95,11.219766233564348,Intel,Nvidia,0,1,1920,141.21199808219862,256,0,0,Intel,i7,1.8,nvidia,1
HP,Notebook,15.6,4,Windows 10,2.04,10.232248764043675,Intel,Intel,1,0,1366,100.45466986113652,0,1024,0,Intel,i5,1.6,intel,0
Asus,Gaming,15.6,24,Windows 10,2.24,11.971210954208564,Intel,Nvidia,0,0,1920,141.21199808219862,512,0,0,Intel,i7,2.8,nvidia,1
HP,Notebook,15.6,8,Windows 10,2.04,10.765679373749014,Intel,Nvidia,0,0,1920,141.21199808219862,256,0,0,Intel,i5,2.5,nvidia,1
Asus,Gaming,17.3,16,Windows 10,3.0,11.291457009898608,Intel,Nvidia,0,0,1920,127.33567457123112,256,1024,0,Intel,i7,2.8,nvidia,1
Lenovo,Gaming,15.6,8,Windows 10,3.2,11.219087416653776,Intel,Nvidia,0,1,1920,141.21199808219862,256,1024,0,Intel,i7,2.8,nvidia,1
HP,Ultrabook,13.3,8,Windows 10,1.32,11.219087416653776,Intel,Intel,0,1,1920,165.6321180513006,256,0,0,Intel,i7,2.7,intel,0
Dell,Notebook,14.0,8,Windows 10,1.64,11.129980089482057,Intel,Intel,0,0,1920,157.3505121487356,256,0,0,Intel,i5,2.6,intel,0
HP,Notebook,15.6,4,Windows 10,1.63,10.510829537468052,Intel,Intel,0,0,1366,100.45466986113652,128,0,0,Intel,i3,2.5,intel,0
Dell,Notebook,17.3,8,Linux,2.8,10.765679373749014,Intel,AMD,0,1,1920,127.33567457123112,128,1024,0,Intel,i5,1.6,amd,1
Lenovo,Notebook,14.0,8,Windows 7,2.02,11.175999925622857,Intel,Intel,0,0,1920,157.3505121487356,256,0,0,Intel,i5,2.3,intel,0
Lenovo,Notebook,15.6,4,Windows 10,2.2,10.65894546204638,Intel,Nvidia,0,0,1920,141.21199808219862,0,1024,0,Intel,i7,2.7,nvidia,1
Lenovo,Notebook,15.6,8,No OS,2.2,10.104652126020449,Intel,Nvidia,0,0,1366,100.45466986113652,0,2048,0,Intel,i3,2.5,nvidia,1
Dell,Notebook,15.6,4,Windows 10,2.3,10.347204956314746,Intel,AMD,0,0,1920,141.21199808219862,0,500,0,Intel,i5,2.5,amd,1
Dell,Notebook,15.6,8,Windows 10,1.9,11.20323715505582,Intel,Intel,0,0,1920,141.21199808219862,256,0,0,Intel,i5,2.8,intel,0
Dell,Gaming,17.3,16,Windows 10,4.42,11.986182456289773,Intel,Nvidia,0,1,1920,127.33567457123112,128,1024,0,Intel,i7,2.8,nvidia,1
Toshiba,Notebook,15.6,8,Windows 10,2.0,10.732515239391274,Intel,Intel,0,1,1920,141.21199808219862,0,500,0,Intel,i5,2.5,intel,0
Asus,Notebook,15.6,8,Windows 10,2.0,11.14492549142712,Intel,Nvidia,0,1,3840,282.42399616439724,256,1024,0,Intel,i7,2.7,nvidia,1
Mediacom,Notebook,13.3,4,Windows 10,1.2,9.88640853285114,Intel,Intel,0,1,1920,165.6321180513006,32,0,0,Intel,celeron,1.1,intel,0
Asus,Gaming,15.6,8,Windows 10,2.3,11.38349673063646,Intel,Nvidia,0,1,1920,141.21199808219862,128,1024,0,Intel,i5,2.5,nvidia,1
