Company,TypeName,Inches,Ram,OpSys,Weight,Price,Cpu_brand_temp,Gpu_brand_temp,Touchscreen,IPS,X_res,Y_res,PPI,SSD,HDD,Flash,Hybrid,Cpu_brand,Cpu_tier,Cpu_speed,Gpu_brand,Dedicated_gpu
Asus,Gaming,15.6,8,Windows 10,2.5,53226.72,Intel,Nvidia,0,0,1920,1080,141.21199808219862,256,0,0,0,Intel,i7,2.8,nvidia,1
HP,Notebook,14.0,8,Windows 10,1.48,67559.04,Intel,Intel,0,0,1920,1080,157.3505121487356,256,0,0,0,Intel,i5,2.6,intel,0
Dell,Ultrabook,15.6,8,Windows 10,1.9,55890.72,Intel,Nvidia,0,1,1920,1080,141.21199808219862,128,1024,0,0,Intel,i5,1.6,nvidia,1
HP,Notebook,15.6,8,Windows 10,1.84,60952.32,Intel,Intel,0,0,1920,1080,141.21199808219862,256,0,0,0,Intel,i5,2.5,intel,0
Asus,Notebook,15.6,4,Linux,2.0,14651.4672,Intel,Intel,0,0,1366,768,100.45466986113651,0,1024,0,0,Intel,celeron,1.1,intel,0
Dell,Notebook,15.6,8,Windows 10,2.0,60885.72,Intel,Nvidia,0,0,1920,1080,141.21199808219862,256,0,0,0,Intel,i5,1.6,nvidia,1
Dell,Notebook,15.6,4,Linux,2.2,14646.672,Intel,Intel,0,0,1366,768,100.45466986113651,0,500,0,0,Intel,celeron,1.6,intel,0
Lenovo,Notebook,15.6,12,Windows 10,2.2,47898.72,AMD,AMD,0,0,1920,1080,141.21199808219862,0,2048,0,0,AMD,other,3.6,amd,1
HP,Notebook,15.6,8,Windows 10,2.1,38148.48,Intel,Nvidia,0,1,1920,1080,141.21199808219862,0,1024,0,0,Intel,i3,2.4,nvidia,1
Lenovo,2 in 1 Convertible,13.9,16,Windows 10,1.4,111834.72,Intel,Intel,1,1,3840,2160,316.96506044349616,512,0,0,0,Intel,i7,1.8,intel,0
Dell,Ultrabook,13.3,8,Windows 10,1.2,84129.12,Intel,Intel,0,0,1920,1080,165.6321180513006,256,0,0,0,Intel,i7,1.8,intel,0
Lenovo,Gaming,15.6,16,Windows 10,2.4,60153.12,Intel,Nvidia,0,1,1920,1080,141.21199808219862,256,2048,0,0,Intel,i7,2.8,nvidia,1
HP,Notebook,14.0,2,Windows 10,1.44,14865.12,Intel,Intel,0,0,1366,768,111.93520355955211,0,0,32,0,Intel,celeron,1.6,intel,0
Dell,Ultrabook,15.6,16,Windows 10,1.88,85672.1088,Intel,Intel,0,0,1920,1080,141.21199808219862,512,0,0,0,Intel,i7,1.9,intel,0
Asus,2 in 1 Convertible,11.6,4,Windows 10,1.5,19980.0,Intel,Intel,1,0,1366,768,135.0942111925629,0,0,32,0,Intel,celeron,1.1,intel,0
Dell,Ultrabook,15.6,8,Windows 10,1.9,35324.64,Intel,AMD,0,0,1920,1080,141.21199808219862,0,1024,0,0,Intel,i5,1.6,amd,1
Dell,Notebook,15.6,16,Windows 10,2.06,108020.9376,Intel,Nvidia,1,0,3840,2160,282.42399616439724,512,0,0,0,Intel,i7,2.8,nvidia,1
HP,Notebook,15.6,8,Windows 10,1.84,69477.12,Intel,Intel,0,0,1920,1080,141.21199808219862,256,0,0,0,Intel,i7,2.7,intel,0
MSI,Gaming,17.3,8,Windows 10,2.7,75071.52,Intel,Nvidia,0,0,1920,1080,127.33567457123111,128,1024,0,0,Intel,i7,2.8,nvidia,1
HP,Workstation,15.6,8,Windows 10,2.6,92615.0256,Intel,Nvidia,0,0,1920,1080,141.21199808219862,256,0,0,0,Intel,i7,2.8,nvidia,1
Toshiba,Notebook,15.6,16,Windows 10,2.4,74751.84,Intel,Nvidia,0,1,1920,1080,141.21199808219862,512,0,0,0,Intel,i7,2.5,nvidia,1
Dell,Notebook,15.6,8,Windows 10,2.02,51729.55199999999,Intel,AMD,0,0,1920,1080,141.21199808219862,128,2048,0,0,Intel,i7,1.8,amd,1
Lenovo,Notebook,15.6,4,No OS,2.2,17155.627200000003,Intel,Intel,0,0,1366,768,100.45466986113651,0,1024,0,0,Intel,celeron,1.1,intel,0
Dell,Gaming,15.6,8,Windows 10,2.65,53226.72,Intel,Nvidia,0,0,1920,1080,141.21199808219862,0,1024,0,0,Intel,i5,2.5,nvidia,1
Dell,Notebook,15.6,8,Windows 10,2.36,29696.6736,Intel,Intel,1,0,1366,768,100.45466986113651,0,2048,0,0,Intel,i5,2.5,intel,0
Dell,Notebook,14.0,8,Windows 10,1.36,76030.56,Intel,Intel,0,0,1920,1080,157.3505121487356,256,0,0,0,Intel,i5,2.6,intel,0
HP,Notebook,15.6,4,Windows 10,1.86,23389.92,Intel,Intel,0,0,1366,768,100.45466986113651,0,500,0,0,Intel,i3,2.5,intel,0
Asus,Notebook,14.0,8,Windows 10,2.0,50349.6,Intel,Intel,0,0,1920,1080,157.3505121487356,256,0,0,0,Intel,i5,2.5,intel,0
Lenovo,Notebook,17.3,6,Windows 10,2.8,38308.32,Intel,Nvidia,0,0,1600,900,106.11306214269258,128,1024,0,0,Intel,i5,2.5,nvidia,1
HP,Notebook,15.6,8,Windows 10,1.86,34045.92,Intel,Intel,0,0,1920,1080,141.21199808219862,0,1024,0,0,Intel,i5,2.5,intel,0
Lenovo,Notebook,15.6,8,No OS,2.2,26586.72,Intel,Nvidia,0,0,1366,768,100.45466986113651,256,0,0,0,Intel,i3,2.5,nvidia,1
HP,Notebook,15.6,8,Windows 10,2.04,20725.92,Intel,Intel,0,0,1366,768,100.45466986113651,0,2048,0,0,Intel,other,1.6,intel,0
Dell,Notebook,17.3,8,Windows 10,2.8,57808.8,Intel,AMD,0,0,1920,1080,127.33567457123111,128,1024,0,0,Intel,i5,1.6,amd,1
Lenovo,Gaming,15.6,8,No OS,2.4,43103.52,Intel,Nvidia,0,1,1920,1080,141.21199808219862,128,1024,0,0,Intel,i5,2.5,nvidia,1
Dell,Notebook,15.6,8,Windows 10,2.33,47898.72,Intel,AMD,0,0,1920,1080,141.21199808219862,256,0,0,0,Intel,i7,2.7,amd,1
HP,Ultrabook,14.0,8,Windows 10,1.36,93240.0,Intel,Intel,0,1,1920,1080,157.3505121487356,256,0,0,0,Intel,i7,2.7,intel,0
Asus,2 in 1 Convertible,15.6,12,Windows 10,2.26,58554.72,Intel,Nvidia,1,0,1920,1080,141.21199808219862,512,2048,0,0,Intel,i7,2.7,nvidia,1
Acer,Notebook,15.6,4,Windows 10,2.1,22697.28,AMD,AMD,0,0,1366,768,100.45466986113651,128,0,0,0,AMD,other,2.5,amd,1
Asus,Gaming,17.3,16,Windows 10,3.25,117162.72,AMD,AMD,0,1,1920,1080,127.33567457123111,256,1024,0,0,AMD,other,2.5,amd,1
Lenovo,Notebook,17.3,4,Windows 10,2.6,26053.92,AMD,AMD,0,0,1600,900,106.11306214269258,128,0,0,0,AMD,other,2.2,amd,1
Dell,2 in 1 Convertible,13.3,8,Windows 10,1.62,46300.85279999999,Intel,Intel,1,0,1920,1080,165.6321180513006,256,0,0,0,Intel,i7,1.8,intel,0
HP,Notebook,15.6,4,Windows 10,1.91,26053.3872,AMD,AMD,0,0,1920,1080,141.21199808219862,256,0,0,0,AMD,other,2.5,amd,1
Lenovo,Netbook,11.6,4,Windows 10,1.59,29463.84,Intel,Intel,0,1,1366,768,135.0942111925629,128,0,0,0,Intel,celeron,1.1,intel,0
Dell,Notebook,15.6,4,Windows 10,1.8,16463.52,Intel,Intel,0,0,1366,768,100.45466986113651,0,500,0,0,Intel,celeron,1.6,intel,0
Asus,Notebook,14.0,4,Windows 10,1.5,15238.08,Intel,Intel,0,0,1366,768,111.93520355955211,0,0,32,0,Intel,celeron,1.1,intel,0
Acer,Notebook,15.6,8,Linux,2.4,45074.88,Intel,Nvidia,0,0,1920,1080,141.21199808219862,0,1024,0,0,Intel,i7,2.8,nvidia,1
HP,Gaming,17.3,8,Windows 10,3.35,63456.48,Intel,Nvidia,0,1,1920,1080,127.33567457123111,128,1024,0,0,Intel,i7,2.8,nvidia,1
Lenovo,Notebook,15.6,4,No OS,1.85,21498.48,Intel,Intel,0,0,1920,1080,141.21199808219862,128,0,0,0,Intel,i3,2.5,intel,0
Asus,Gaming,15.6,8,Windows 10,2.3,88178.4,Intel,Nvidia,0,1,1920,1080,141.21199808219862,128,1024,0,0,Intel,i7,2.8,nvidia,1
Lenovo,Notebook,14.0,8,Windows 10,1.5,58554.72,Intel,Nvidia,0,1,1920,1080,157.3505121487356,256,0,0,0,Intel,i5,2.5,nvidia,1
Asus,Ultrabook,13.3,16,Windows 10,1.1,93181.392,Intel,Intel,1,0,1920,1080,165.6321180513006,512,0,0,0,Intel,i7,2.7,intel,0
Lenovo,Ultrabook,14.0,8,Windows 10,1.13,121584.96,Intel,Intel,0,1,2560,1440,209.8006828649808,512,0,0,0,Intel,i7,2.7,intel,0
Lenovo,Notebook,13.3,4,Windows 10,1.5,29250.72,Intel,Intel,0,1,1920,1080,165.6321180513006,128,0,0,0,Intel,i3,2.4,intel,0
Dell,Workstation,15.6,8,Windows 10,2.23,72940.31999999999,Intel,AMD,0,0,1920,1080,141.21199808219862,0,500,0,0,Intel,i5,2.6,amd,1
Dell,Workstation,15.6,8,Windows 10,2.0,113752.8,Intel,Nvidia,0,1,1920,1080,141.21199808219862,256,0,0,0,Intel,i7,2.7,nvidia,1
Lenovo,2 in 1 Convertible,14.0,16,Windows 10,1.42,133679.52,Intel,Intel,1,0,2560,1440,209.8006828649808,512,0,0,0,Intel,i7,2.7,intel,0
Asus,Gaming,17.3,8,Windows 10,3.0,55357.92,Intel,Nvidia,0,0,1920,1080,127.33567457123111,0,1024,0,0,Intel,i7,2.8,nvidia,1
Asus,Gaming,17.3,16,Windows 10,3.0,84768.48,Intel,Nvidia,0,0,1920,1080,127.33567457123111,256,1024,0,0,Intel,i7,2.8,nvidia,1
Acer,Notebook,15.6,12,Windows 10,2.2,36975.7872,Intel,Nvidia,0,1,1366,768,100.45466986113651,0,1024,0,0,Intel,i5,1.6,nvidia,1
MSI,Gaming,17.3,8,Windows 10,2.7,71874.72,Intel,Nvidia,0,0,1920,1080,127.33567457123111,256,0,0,0,Intel,i7,2.8,nvidia,1
Dell,Notebook,15.6,8,Linux,2.33,41498.1936,Intel,AMD,0,0,1920,1080,141.21199808219862,256,0,0,0,Intel,i7,2.7,amd,1
HP,Ultrabook,15.6,4,Windows 10,1.91,26586.72,AMD,AMD,0,0,1920,1080,141.21199808219862,256,0,0,0,AMD,other,2.5,amd,1
Lenovo,Notebook,15.6,8,Windows 10,2.1,65510.9568,Intel,AMD,0,1,1920,1080,141.21199808219862,256,0,0,0,Intel,i7,1.8,amd,1
Lenovo,Notebook,14.0,8,Windows 10,1.9,49976.64,Intel,Intel,0,1,1920,1080,157.3505121487356,256,0,0,0,Intel,i5,2.5,intel,0
Dell,Workstation,15.6,8,Windows 10,1.78,144495.36,Intel,Nvidia,1,0,3840,2160,282.42399616439724,256,0,0,0,Intel,i7,2.8,nvidia,1
Lenovo,Ultrabook,14.0,16,Windows 10,1.13,139860.0,Intel,Intel,0,1,2560,1440,209.8006828649808,1024,0,0,0,Intel,i7,2.7,intel,0
Lenovo,Notebook,15.6,4,Windows 10,2.2,16303.68,Intel,Intel,0,0,1366,768,100.45466986113651,0,1024,0,0,Intel,celeron,1.1,intel,0
Asus,Gaming,17.3,16,Windows 10,2.9,81465.12,Intel,Nvidia,0,0,1920,1080,127.33567457123111,256,1024,0,0,Intel,i7,2.8,nvidia,1
Lenovo,Notebook,15.6,8,Windows 10,2.1,60978.96,Intel,AMD,0,1,1920,1080,141.21199808219862,256,1024,0,0,Intel,i5,1.6,amd,1
Acer,Notebook,15.6,8,Linux,2.5,46833.12,Intel,Nvidia,0,0,1920,1080,141.21199808219862,256,0,0,0,Intel,i7,2.8,nvidia,1
MSI,Gaming,17.3,16,Windows 10,2.8,119826.72,Intel,Nvidia,0,0,1920,1080,127.33567457123111,256,1024,0,0,Intel,i7,2.8,nvidia,1
Asus,Ultrabook,14.0,8,Windows 10,1.1,99793.44,Intel,Intel,0,0,1920,1080,157.3505121487356,512,0,0,0,Intel,i7,2.7,intel,0
Toshiba,Ultrabook,13.3,16,Windows 10,1.2,93080.16,Intel,Intel,0,0,1920,1080,165.6321180513006,512,0,0,0,Intel,i7,2.5,intel,0
Dell,Ultrabook,14.0,8,Windows 10,1.36,89510.4,Intel,Intel,0,0,1920,1080,157.3505121487356,512,0,0,0,Intel,i7,2.8,intel,0
Lenovo,Notebook,15.6,4,Windows 10,2.2,21791.52,Intel,Intel,0,0,1920,1080,141.21199808219862,0,500,0,0,Intel,i3,2.5,intel,0
Lenovo,Notebook,11.6,2,Windows 10,1.15,16221.096,Intel,Intel,0,0,1366,768,135.0942111925629,0,0,32,0,Intel,celeron,1.1,intel,0
Lenovo,Workstation,15.6,8,Windows 10,2.67,102564.0,Intel,Nvidia,0,0,1920,1080,141.21199808219862,512,0,0,0,Intel,i7,2.8,nvidia,1
Lenovo,Ultrabook,14.0,8,Windows 10,1.7,103523.04,Intel,Nvidia,0,1,2560,1440,209.8006828649808,512,0,0,0,Intel,i7,2.8,nvidia,1
HP,Notebook,15.6,4,Windows 10,2.1,24988.32,Intel,AMD,0,0,1920,1080,141.21199808219862,0,1024,0,0,Intel,i3,2.5,amd,1
Acer,2 in 1 Convertible,13.3,8,Windows 10,1.6,42038.4528,Intel,Intel,1,1,1920,1080,165.6321180513006,256,0,0,0,Intel,i7,2.5,intel,0
Asus,2 in 1 Convertible,13.3,8,Windows 10,1.27,49443.84,Intel,Intel,1,1,1920,1080,165.6321180513006,256,0,0,0,Intel,i5,2.5,intel,0
Dell,Notebook,15.6,4,Linux,2.3,31909.392,Intel,AMD,0,0,1920,1080,141.21199808219862,256,0,0,0,Intel,i5,2.5,amd,1
Dell,Notebook,13.3,4,Windows 10,1.65,36709.92,Intel,Intel,0,0,1366,768,117.82653006268643,128,0,0,0,Intel,i3,2.5,intel,0
HP,Ultrabook,14.0,8,Windows 10,1.43,79920.0,Intel,Intel,0,0,1920,1080,157.3505121487356,256,0,0,0,Intel,i7,2.5,intel,0
Dell,Notebook,15.6,8,Windows 10,2.14,28768.536,Intel,Intel,0,0,1366,768,100.45466986113651,0,1024,0,0,Intel,i5,2.5,intel,0
Lenovo,Ultrabook,14.0,8,Windows 10,1.75,64755.44640000001,Intel,AMD,0,1,1920,1080,157.3505121487356,256,0,0,0,Intel,i7,1.8,amd,1
Lenovo,2 in 1 Convertible,15.6,16,Windows 10,2.0,101178.72,Intel,Nvidia,1,1,3840,2160,282.42399616439724,512,0,0,0,Intel,i7,2.8,nvidia,1
Chuwi,Notebook,12.3,6,Windows 10,1.4,23922.72,Intel,Intel,0,1,2736,1824,267.3384360344031,0,0,64,0,Intel,celeron,1.1,intel,0
HP,Notebook,15.6,8,Windows 10,2.31,76030.56,Intel,Intel,0,0,1920,1080,141.21199808219862,256,0,0,0,Intel,i7,2.9,intel,0
Asus,Notebook,15.6,8,Linux,2.3,31808.16,Intel,Nvidia,0,0,1920,1080,141.21199808219862,0,1024,0,0,Intel,i3,2.4,nvidia,1
Dell,Gaming,17.3,16,Windows 10,4.42,149130.72,Intel,Nvidia,0,1,2560,1440,169.78089942830815,256,1024,0,0,Intel,i7,2.9,nvidia,1
Dell,Gaming,15.6,8,Windows 10,2.62,61751.52,Intel,Nvidia,0,1,1920,1080,141.21199808219862,128,1024,0,0,Intel,i7,2.8,nvidia,1
Dell,Notebook,15.6,8,Windows 10,2.02,60867.072,Intel,AMD,0,0,1920,1080,141.21199808219862,256,2048,0,0,Intel,i7,1.8,amd,1
Dell,Ultrabook,14.0,8,Linux,1.6,58554.72,Intel,Intel,0,0,1920,1080,157.3505121487356,256,0,0,0,Intel,i7,2.8,intel,0
HP,Gaming,17.3,12,Windows 10,3.35,106506.72,Intel,Nvidia,0,0,1920,1080,127.33567457123111,256,1024,0,0,Intel,i7,2.8,nvidia,1
Mediacom,2 in 1 Convertible,11.6,4,Windows 10,1.16,15930.72,Intel,Intel,1,1,1920,1080,189.90579052433606,32,0,0,0,Intel,celeron,1.1,intel,0
Samsung,Netbook,11.6,4,Chrome OS,1.15,14332.32,Intel,Intel,0,0,1366,768,135.0942111925629,0,0,16,0,Intel,celeron,1.6,intel,0
Lenovo,Notebook,13.3,8,Windows 10,1.4,53812.8,Intel,Intel,0,1,1920,1080,165.6321180513006,256,0,0,0,Intel,i7,2.7,intel,0
Lenovo,Notebook,14.0,4,Windows 10,1.7,31914.72,Intel,Intel,0,1,1920,1080,157.3505121487356,128,0,0,0,Intel,i3,2.7,intel,0
Lenovo,Workstation,15.6,16,Windows 10,2.3,130269.6,Intel,Nvidia,0,1,3840,2160,282.42399616439724,512,0,0,0,Intel,i7,2.8,nvidia,1
Lenovo,Notebook,15.6,16,Windows 10,2.5,130482.72,Intel,Nvidia,0,0,1920,1080,141.21199808219862,512,0,0,0,Intel,i7,2.9,nvidia,1
Asus,Gaming,17.3,8,Windows 10,3.2,90309.6,AMD,AMD,0,0,1920,1080,127.33567457123111,256,1024,0,0,AMD,other,3.2,amd,1
HP,Notebook,15.6,4,Windows 10,2.1,18488.16,Intel,Intel,0,0,1366,768,100.45466986113651,0,500,0,0,Intel,celeron,1.6,intel,0
Google,Ultrabook,12.3,16,Chrome OS,1.1,117162.72,Intel,Intel,1,0,2400,1600,234.50740003017813,512,0,0,0,Intel,i7,1.3,intel,0
Lenovo,Ultrabook,14.0,24,Windows 10,1.32,126912.96,Intel,Intel,0,0,2560,1440,209.8006828649808,512,0,0,0,Intel,i7,2.7,intel,0
Asus,Notebook,15.6,4,Linux,2.0,29783.52,Intel,Intel,0,0,1920,1080,141.21199808219862,256,0,0,0,Intel,i5,2.5,intel,0
Lenovo,Notebook,17.3,8,Windows 10,2.8,27652.32,AMD,AMD,0,0,1600,900,106.11306214269258,0,1024,0,0,AMD,other,2.5,amd,1
Dell,Notebook,15.6,4,Windows 10,2.2,39906.72,Intel,AMD,0,0,1920,1080,141.21199808219862,256,0,0,0,Intel,i5,1.6,amd,1
Lenovo,Ultrabook,12.5,8,Windows 10,1.36,76137.12,Intel,Intel,0,1,1920,1080,176.23257360658386,256,0,0,0,Intel,i5,2.5,intel,0
Lenovo,Notebook,15.6,4,Windows 10,2.2,18594.72,Intel,Intel,0,0,1920,1080,141.21199808219862,128,0,0,0,Intel,other,1.1,intel,0
HP,Gaming,15.6,8,Windows 10,2.2,58554.72,Intel,Nvidia,0,1,1920,1080,141.21199808219862,128,1024,0,0,Intel,i7,2.8,nvidia,1
Dell,Notebook,14.0,8,Windows 10,1.64,62817.12,Intel,Nvidia,0,0,1920,1080,157.3505121487356,256,0,0,0,Intel,i5,2.8,nvidia,1
Acer,Notebook,15.6,4,Linux,2.4,23539.104,Intel,Intel,0,0,1366,768,100.45466986113651,0,500,0,0,Intel,i5,2.5,intel,0
Dell,Workstation,15.6,8,Windows 10,2.23,106187.04,Intel,Nvidia,0,0,1920,1080,141.21199808219862,0,1024,64,0,Intel,other,2.5,nvidia,1
MSI,Gaming,15.6,8,Windows 10,2.2,54757.9872,Intel,Nvidia,0,0,1920,1080,141.21199808219862,256,0,0,0,Intel,i5,2.5,nvidia,1
Microsoft,Ultrabook,13.5,16,Windows 10 S,1.25,137941.91999999998,Intel,Intel,1,0,2256,1504,200.84255993695703,512,0,0,0,Intel,i7,2.5,intel,0
HP,Notebook,15.6,8,Windows 10,1.91,31381.92,Intel,Intel,0,0,1366,768,100.45466986113651,128,0,0,0,Intel,i5,2.5,intel,0
Dell,Workstation,15.6,16,Windows 10,2.17,105228.0,Intel,Nvidia,0,1,1920,1080,141.21199808219862,256,0,0,0,Intel,i7,2.7,nvidia,1
HP,Workstation,15.6,8,Windows 10,2.31,81731.52,Intel,Intel,0,1,1920,1080,141.21199808219862,512,0,0,0,Intel,i7,2.9,intel,0
Lenovo,Notebook,14.0,8,Windows 10,1.65,71661.59999999999,Intel,Intel,0,0,1920,1080,157.3505121487356,256,0,0,0,Intel,i5,2.5,intel,0
Dell,Notebook,15.6,8,Windows 10,2.36,52161.12,Intel,AMD,0,0,1920,1080,141.21199808219862,128,1024,0,0,Intel,i7,1.8,amd,1
Dell,2 in 1 Convertible,11.6,4,Windows 10,1.47,25521.12,Intel,Intel,1,0,1366,768,135.0942111925629,0,500,0,0,Intel,other,1.6,intel,0
Dell,Notebook,17.3,8,Windows 10,4.42,109010.88,Intel,Nvidia,0,1,1920,1080,127.33567457123111,0,1024,0,0,Intel,i7,2.7,nvidia,1
Microsoft,Ultrabook,13.5,4,Windows 10 S,1.252,52693.92,Intel,Intel,1,0,2256,1504,200.84255993695703,128,0,0,0,Intel,other,2.2,intel,0
Microsoft,Ultrabook,13.5,8,Windows 10 S,1.25,95850.72,Intel,Intel,1,0,2256,1504,200.84255993695703,256,0,0,0,Intel,i7,2.5,intel,0
HP,Notebook,17.3,8,Windows 10,2.5,34093.872,Intel,Intel,0,0,1600,900,106.11306214269258,256,0,0,0,Intel,i3,2.5,intel,0
Acer,Notebook,15.6,4,Windows 10,2.23,28984.32,Intel,Nvidia,0,0,1920,1080,141.21199808219862,0,1024,0,0,Intel,i3,2.5,nvidia,1
Acer,Netbook,11.6,4,Windows 10,1.4,23176.8,Intel,Intel,0,0,1366,768,135.0942111925629,128,0,0,0,Intel,celeron,1.6,intel,0
Asus,Notebook,15.6,8,Windows 10,2.37,39906.72,Intel,Intel,0,0,1920,1080,141.21199808219862,0,1024,0,0,Intel,i5,2.5,intel,0
Lenovo,Notebook,14.0,8,No OS,1.5,42570.72,Intel,AMD,0,1,1920,1080,157.3505121487356,512,0,0,0,Intel,i7,2.7,amd,1
Lenovo,Notebook,15.6,8,Windows 10,2.67,111355.2,Intel,Nvidia,0,0,1920,1080,141.21199808219862,256,0,0,0,Intel,i7,2.9,nvidia,1
Asus,Notebook,15.6,4,Windows 10,2.0,16197.12,Intel,Intel,0,0,1366,768,100.45466986113651,0,500,0,0,Intel,other,1.1,intel,0
Acer,Notebook,15.6,4,Windows 10,2.2,24988.32,Intel,Nvidia,0,0,1366,768,100.45466986113651,0,500,0,0,Intel,i3,2.5,nvidia,1
Dell,Notebook,15.6,8,Windows 10,2.02,40439.52,Intel,AMD,0,0,1920,1080,141.21199808219862,0,2048,0,0,Intel,i5,1.6,amd,1
HP,Gaming,17.3,12,Windows 10,3.78,90522.72,Intel,Nvidia,0,1,1920,1080,127.33567457123111,0,1024,0,0,Intel,i7,2.8,nvidia,1
Lenovo,Ultrabook,14.0,12,Windows 10,1.4,98994.24,Intel,Intel,0,1,2560,1440,209.8006828649808,256,0,0,0,Intel,i7,2.6,intel,0
HP,2 in 1 Convertible,13.3,8,Windows 10,1.29,106506.72,Intel,Intel,1,1,3840,2160,331.2642361026012,512,0,0,0,Intel,i7,1.8,intel,0
HP,Notebook,15.6,8,Windows 10,1.9,61485.12,Intel,AMD,0,0,1920,1080,141.21199808219862,0,500,0,0,Intel,i5,2.5,amd,1
Google,Ultrabook,12.3,8,Chrome OS,1.1,67932.0,Intel,Intel,1,0,2400,1600,234.50740003017813,128,0,0,0,Intel,i5,1.2,intel,0
Dell,Ultrabook,13.3,8,Windows 10,1.42,98133.768,Intel,Intel,1,0,1920,1080,165.6321180513006,256,0,0,0,Intel,i5,1.6,intel,0
Asus,Notebook,15.6,12,Windows 10,2.06,69210.72,Intel,Intel,0,1,3840,2160,282.42399616439724,128,1024,0,0,Intel,i7,2.6,intel,0
Dell,Notebook,14.0,8,Windows 10,1.79,39427.2,Intel,Intel,0,0,1366,768,111.93520355955211,128,0,0,0,Intel,i3,2.3,intel,0
Dell,Workstation,15.6,8,Windows 10,1.78,128298.24,Intel,Nvidia,0,0,1920,1080,141.21199808219862,256,0,0,0,Intel,i7,2.8,nvidia,1
Lenovo,Notebook,14.0,8,Windows 10,1.7,72673.92,Intel,Intel,0,0,1920,1080,157.3505121487356,180,0,0,0,Intel,i5,2.5,intel,0
Dell,Notebook,15.6,8,Windows 10,2.2,35964.0,Intel,AMD,0,0,1920,1080,141.21199808219862,0,1024,0,0,Intel,i5,1.6,amd,1
Toshiba,Notebook,13.3,8,Windows 10,1.05,89084.16,Intel,Intel,0,1,1920,1080,165.6321180513006,256,0,0,0,Intel,i5,2.5,intel,0
Dell,Notebook,15.6,8,Windows 10,2.16,67239.36,Intel,Nvidia,0,1,1920,1080,141.21199808219862,512,0,0,0,Intel,i7,1.8,nvidia,1
Dell,Notebook,15.6,4,Windows 10,2.18,31254.048,Intel,Intel,0,0,1366,768,100.45466986113651,0,1024,0,0,Intel,i3,2.4,intel,0
HP,Notebook,13.3,4,Windows 10,1.49,38681.28,Intel,Intel,0,1,1920,1080,165.6321180513006,128,0,0,0,Intel,i5,1.6,intel,0
Chuwi,Notebook,15.6,4,Windows 10,1.89,13261.392000000002,Intel,Intel,0,0,1920,1080,141.21199808219862,0,0,64,0,Intel,atom,1.44,intel,0
Lenovo,Notebook,15.6,4,Windows 10,2.3,30103.2,Intel,Intel,0,0,1366,768,100.45466986113651,128,0,0,0,Intel,i3,2.0,intel,0
Lenovo,Notebook,14.0,8,Windows 10,1.75,55890.72,Intel,Intel,0,1,1920,1080,157.3505121487356,256,0,0,0,Intel,i5,1.6,intel,0
Dell,Workstation,15.6,16,Windows 10,2.17,124568.64,Intel,Nvidia,0,1,1920,1080,141.21199808219862,512,0,0,0,Intel,i7,2.7,nvidia,1
Dell,Notebook,15.6,16,Windows 10,2.06,101178.72,Intel,Nvidia,0,0,1920,1080,141.21199808219862,512,0,0,0,Intel,i7,2.8,nvidia,1
Lenovo,Ultrabook,12.5,16,Windows 10,1.36,95797.44,Intel,Intel,0,1,1920,1080,176.23257360658386,512,0,0,0,Intel,i7,2.7,intel,0
Asus,Ultrabook,12.5,16,Windows 10,0.91,103896.0,Intel,Intel,0,0,1920,1080,176.23257360658386,512,0,0,0,Intel,i7,2.7,intel,0
Lenovo,Notebook,15.6,8,Windows 10,2.3,53918.82719999999,Intel,Nvidia,0,1,1920,1080,141.21199808219862,256,0,0,0,Intel,i5,2.5,nvidia,1
Toshiba,Ultrabook,13.3,32,Windows 10,1.05,149130.72,Intel,Intel,1,0,1920,1080,165.6321180513006,512,0,0,0,Intel,i7,2.7,intel,0
Asus,Gaming,15.6,8,Windows 10,1.99,71928.0,Intel,Nvidia,0,0,1920,1080,141.21199808219862,128,1024,0,0,Intel,i7,2.8,nvidia,1
Acer,Notebook,15.6,8,Windows 10,2.2,30849.12,AMD,AMD,0,0,1366,768,100.45466986113651,0,1024,0,0,AMD,other,2.5,amd,1
Asus,Gaming,17.3,24,Windows 10,4.33,67612.31999999999,Intel,Nvidia,1,1,1920,1080,127.33567457123111,256,1024,0,0,Intel,i7,2.6,nvidia,1
Lenovo,Ultrabook,12.5,8,Windows 10,1.3,58554.72,Intel,Intel,0,1,1366,768,125.36742798669837,180,0,0,0,Intel,i5,2.3,intel,0
Lenovo,Notebook,15.6,8,Windows 10,2.17,47893.39199999999,Intel,Intel,0,0,1920,1080,141.21199808219862,256,0,0,0,Intel,i7,1.8,intel,0
HP,Notebook,14.0,8,Windows 10,1.48,93186.72,Intel,Intel,0,0,1920,1080,157.3505121487356,1024,0,0,0,Intel,i7,2.8,intel,0
Lenovo,Notebook,13.3,8,Windows 10,1.4,50562.72,Intel,Intel,0,1,1920,1080,165.6321180513006,256,0,0,0,Intel,i3,2.4,intel,0
Lenovo,Notebook,15.6,8,Windows 10,2.3,48538.08,Intel,Intel,0,1,1920,1080,141.21199808219862,256,0,0,0,Intel,i5,2.5,intel,0
Asus,Netbook,11.6,4,Windows 10 S,1.2,18115.2,Intel,Intel,0,0,1366,768,135.0942111925629,0,0,64,0,Intel,celeron,1.1,intel,0
